song,artist,date,votes,ratings,views,favorites,comments,contributors,acoustic,tonality,capo,chords
Jealous Guy,John Lennon,1004486400,643,4.76223,1069222,11050,31,6,0,,0,"G,Em,D,D7,Em,G,Em,D,D6,D7,D7,Em,Em7,Em6,D,Dsus4,D,Em,Em7,C,G,C,Dsus4,G,Bb,G,G/F#,Em,C,G,G,Em,D,D6,D7,D7,Em,Em7,Em6,D,Dsus4,D,Em,Em7,C,G,C,Dsus4,G,Bb,G,G/F#,Em,C,G,G,Em,D,D6,D7,Em,Em6,D,Em,Em7,C,G,C,Dsus4,G,Bb,G,G/F#,Em,C,G,G,Em,D,D6,D7,D7,Em,Em7,Em6,D,Dsus4,D,Em,Em7,C,G,C,Dsus4,G,Bb,G,G/F#,Em,C,G,C,G,C,G"
Poker Face,Lady Gaga,1239062401,185,4.69364,1067766,6770,25,2,1,Bb,3,"G,Bm,F,C,G,Bm,F,C,G,Bm,F,C,G,Bm,F,C,G,D/F#,Em,C,G,D/F#,Em,C,G,Bm,F,C,G,Bm,F,C,G,Bm,F,C,G,Bm,F,C,G,Bm,F,C,G,D/F#,Em,C,G,D/F#,Em,C,G,Bm,F,C,G,Bm,F,C,G,Bm,F,C,G"
Go Your Own Way,Fleetwood Mac,1004486400,592,4.75863,1066060,24158,15,2,0,,0,"F,F,C,Bb,Bb,F,F,C,Bb,Bb,F,Dm,Bb,C,Dm,Bb,C,Dm,Bb,C,F,C,Bb,Bb,F,F,C,Bb,Bb,F,Dm,Bb,C,Dm,Bb,C,Dm,Bb,C,F,C,Bb,F,C,Bb,F,C,Bb,F,C,Bb,F,Dm,Bb,C,Dm,Bb,C,Dm,Bb,C,Dm,Bb,C,Dm,Bb,C,Dm,Bb,C,Dm,Bb,C"
Im Gonna Be 500 Miles,The Proclaimers,1018137600,299,4.59404,1065854,11273,35,4,0,,0,"E,A,B,E,E,A,B,E,E,A,B,E,E,A,B,E,E,A,B,E,A,B,E,A,B,E,E,A,B,E,E,A,B,E,E,A,B,E,E,A,B,E,A,B,E,A,B,E,E,A,B,E,E,A,B,E,E,A,B,C#m,F#m,B,E,E,A,B,E,A,B"
The Greatest Showman - This Is Me,Misc Soundtrack,1512134337,896,4.80248,1066102,33844,64,7,0,D,0,"Bm,A,D,Bm,A,D,G,Bm,A,Bm,A,D,G,Bm,A,G,A,Bm,A,D,A,D,Bm,G,A,D,Bm,G,A,D,Bm,G,A,Bm,A,D,G,Bm,A,Bm,A,D,G,Bm,A,G,A,Bm,A,D,A,D,Bm,G,A,D,Bm,G,A,D,Bm,G,A,D,Bm,G,A,D,Bm,G,A,D,Bm,G,A,D,Bm,G,A,D,Bm,G,A,D"
Breezeblocks,Alt-J,1342569601,1290,4.74665,1063774,25402,52,8,0,C,5,"C,Em,Am,C,Em,Am,C,Em,Am,C,Em,Am,C,Em,Am,C,C,Em,Am,C,C,E,Am,C,C,E,Am,C,C,Em,Am,C,Em,Am,C,Em,Am,C,Em,Am,C,Em,Am,C,C,Em,Am,C,C,E,Am,C,C,E,Am,C,C,E,Am,C,C,E,Am,C,C,Em,Am,C,Em,Am,Am,C,C,F,E,Am,C,C,F,E,Am,C,C,F,E,Am,C,C,F,E,Am,C,C,F,E,C,E,Am,C,C,E,Am,C"
My Heart Will Go On,Celine Dion,1303862401,473,4.82434,1063762,24170,20,2,0,D,2,"Bm,A,G,A,D,A,G,D,A,D,A,G,A,D,A,G,D,A,D,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,D,A,D,Bm,A,G,A,D,A,G,D,A,D,A,G,A,D,A,G,D,A,D,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,D,A,D,Bm,A,G,A,Bm,A,G,A,Dm,C,Bb,C,Dm,C,Bb,C,Dm,C,Bb,C,Dm,C,Bb,F,C,F,G,D,C,D,G,D,C,G,D,G,D,C,D,G,D,C,G,D,G,D,C,D,Em,D,C,D,Em,D,C,D,Em,D,C,D,Em,D,C,D,G,G,D,C,G,D,G,D,C,D,G,D,C,G,D,G,D,C,D,Em,D,C,D,Em,D,C,D,Em,D,C,D,Em,D,C,D,G,Em,D,C,D,Em,D,Em,D,Em,D,C,D,Em,D,C,D,G,Dm,C,Bb,C,F,C,Bb,F,C,F,C,Bb,C,F,C,Bb,F,C,F,C,Bb,Dm,C,Bb,C,Dm,C,Bb,C,Dm,C,Bb,C,Dm,Am,Bb,F,C,F,Dm,C,Bb,F,C,Bb,F,C,F,C,Bb,C,F,C,Bb,F,C,Dm,Am,Bb,Dm,C,Bb,C,Dm,C,Bb,A,F#m,E,D,E,F#m,E,D,E,F#m,E,D,E,F#m,C#m,D,A,E,A,A,E,A,A,D,D,D,A"
Frozen - Let It Go,Misc Cartoons,1387497601,452,4.69102,1062267,9925,17,3,0,,1,"Em,C,D,Am,Em,C,D,Am,Em,C,D,Am,Em,D,A,D,C,D,C,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,Bm,Bb,C,G,D,Em,C,D,Am,Em,D,A,D,C,D,C,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,Bm,Bb,C,C,D,E,C,D,Am,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,C#m,B,Bb,C"
Flightless Bird American Mouth,Iron & Wine,1190851201,1079,4.88394,1061350,21712,35,8,0,,0,"C,Am,F,G,C,Am,F,G,C,Am,F,G,C,Am,F,G,C,Am,F,G,C,Am,F,G,C,Am,F,G,C,Am,F,G"
Versace On The Floor,Bruno Mars,1478258754,412,4.84912,1061293,19635,23,2,0,D,0,"D,F#m7,Gmaj7,A6,D,F#m7,Gmaj7,Bm7,A,Am7,B,Gmaj7,Gm,Em7,Bm7,Asus4,A,Gmaj7,Aadd9,Bm7,Am7,D,Gmaj7,F#m7,Em7,F#m7,Gmaj7,A6,D,F#m7,Gmaj7,A6,D,F#m7,Gmaj7,A6,D,F#m7,Gmaj7,A6,D,F#m7,Gmaj7,Bm7,A6,Am7,B,Gmaj7,Gm,Em7,Bm7,Asus4,A,Gmaj7,A6,Bm7,Am7,D,Gmaj7,F#m7,Em7,F#m7,Gmaj7,A,D,F#m,G,A,D,F#m,G,A,G,A,Bm,A,D,Em,A,Bb,Am,Bb,Ab,Bb,Cm,Gm,Cm,Fm,Cm,Ab,Bb,Eb,Gm,Ab,Bb,Eb,Gm,Ab,Bb,B,Db,E"
Mighty To Save,Hillsongs,1185753601,69,4.47787,1060644,2329,22,4,0,,0,"C,G,Em,D,C,G,Em,D,C,G,Em,D,C,D,C,D,G,D,C,G,Em,D,G,D,C,G,Em,D,C,G,Em,C,G,Em,D,G,C,Em,D,G,D,C,G,Em,D,G,D,C,G,Em,D,C,G,D,Em,C,G,C,G,D,Em,C,G,D,G,D,C,G,Em,D,G,D,C,G,Em,D,C,G,D,Em,C,G,C,G,D,Em,C,G,D"
Mr Tambourine Man,Bob Dylan,1315785601,1324,4.83607,1057973,34142,22,4,0,F,3,"D,D,Dsus2,Dsus2,D,G,A,D,G,D,G,A,G,A,D,G,D,G,A,D,G,A,D,G,D,G,D,G,A,G,A,D,G,D,G,D,G,A,G,A,D,G,D,G,A,G,A,D,G,D,G,A,D,G,A,D,G,D,G,D,G,D,G,D,G,A,G,A,D,G,D,G,D,G,A,G,A,D,G,D,G,A,G,A,D,G,D,G,A,D,G,A,D,G,D,G,D,G,D,G,A,G,A,D,G,D,G,D,G,D,G,D,G,A,G,A,D,G,D,G,A,G,A,D,G,D,G,A,D,G,A,D,G,D,G,D,G,D,G,D,G,D,G,A,G,A,D,G,D,G,D,G,D,G,D,G,D,G,A,G,A,D,G,D,G,A,G,A,D,G,D,G,A,D"
Ours,Taylor Swift,1288137601,591,4.86091,1054525,13756,24,3,0,,5,"G,Em7,Cadd9,D/F#,G,Em7,Cadd9,G,Em7,Cadd9,G,Em7,Cadd9,G,Em7,Cadd9,G,D/F#,Cadd9,G,Em7,Cadd9,G,Em7,Cadd9,G,Em7,Cadd9,G,D/F#,Cadd9,D,Cadd9,D,G,Em7,Cadd9,D,Em7,Cadd9,D,G,Em7,Cadd9,G,Em7,Cadd9,G,Em7,Cadd9,G,Em7,Cadd9,G,Em7,Cadd9,G,D/F#,Cadd9,D,Cadd9,D,G,Em7,Cadd9,D,Em7,Cadd9,D,G,Em7,Cadd9,G,Em7,Cadd9,Em7,D/F#,Cadd9,Em7,D/F#,Em7,D/F#,Cadd9,Em7,D/F#,Em7,D/F#,Cadd9,Em7,D/F#,Cadd9,G,Em7,Cadd9,G,Em7,Cadd9,G,Em7,Cadd9,G,D/F#,Cadd9,D,Cadd9,D,G,Em7,Cadd9,D,Em7,Cadd9,D,G,Em7,Cadd9,D,G,Em7,Cadd9,D,Em7,Cadd9,D,G"
We Could Happen,AJ Rafael,1284681601,176,4.86818,1054496,8083,21,2,0,,0,"G,Bm,Em,Dm,G,C,Bm,A7,Am7,G,Bm,Em,Dm,G,C,Bm,A7,Am7,G,D,Em,Cm,G,D,Em,Cm,G,Bm,Em,Dm,G7,C,Bm,A7,Am7,G,Bm,Em,Dm,G7,C,Bm,A7,Am7,G,D,Em,Cm,G,D,Em,Cm,Em,Bm,G,A7,Em,Bm,G,A7,Em,Bm,G,A7,C,Cm,G,D,Em,Cm,G,D,Em,Cm,G,D,Em,Cm,G,D,Em,Cm"
Fluorescent Adolescent,Arctic Monkeys,1177891201,677,4.89033,1054415,15503,25,6,0,E,0,"E,C#m,F#m,B,E,C#m,F#m,B,E,C#m,F#m,B,F#m,B,F#m,B,F#m,B,F#m,A,E,C#m,F#m,B,E,C#m,F#m,B,F#m,B,F#m,B,F#m,B,F#m,A,G#m,C#m,F#m,G#m,F#m,E,C#m,F#m,B,E,C#m,F#m,B,E,C#m,F#m,B,E,C#m,F#m,B,E,C#m,F#m,B,E,C#m,F#m,B,E,C#m,F#m,B,C#m"
Sugar Were Going Down,Fall Out Boy,1130803201,810,4.84182,1052714,25020,67,6,0,D,0,"D,G,Bm,G,D,G,Bm,G,D,G,Bm,G,D,G,Bm,G,D,G,Bm,G,D,G,Bm,G,F#m,G,A,Bm,C,Bm,G,D,G,Bm,G,D,G,Bm,G,F#m,G,A,Bm,C,Bm,G,D,G,Bm,G,D,G,Bm,G,D,G,Bm,G,D,G,Bm,G,F#m,G,A,Bm,C,Bm,G,D,G,Bm,G,D,G,Bm,G,Em,D,G,D,G,D,G,Bm,G,D,G,Bm,G,Em,D"
My Immortal,Evanescence,1078444800,116,4.28074,1051587,2243,27,3,0,,2,"G,Bm,G,Bm,G,Bm,G,Bm,Em,Em,Bm,Em,Bm,Em,Bm,D,Em,Em,C,D,Bm,Em,C,D,Bm,Em,C,D,Bm,Em,C,D,D,G,Bm,G,Bm,G,Bm,G,Bm,G,Bm,G,Bm,G,Bm,Em,Bm,Em,Bm,Em,Bm,D,Em,Em,C,D,Bm,Em,C,D,Bm,Em,C,D,Bm,Em,C,D,D,C,C,Em,D,C,Am,Bm,C,D,Em,C,D,Bm,Em,C,D,Bm,Em,C,D,Bm,Em,C,D,Bm,Em,C,D,Bm,Em,C,D,D,G,G,Bm,G,Bm,G,Bm,G,Bm,G"
Slow Dancing In A Burning Room,John Mayer,1249208101,176,4.61116,1051367,9735,12,3,0,C#m,4,"Am,F,C,Am,F,C,Am,F,C,Am,F,C,G,Am,F,G,Am,F,Am,F,C,Am,F,C,Am,F,C,Am,F,C,Am,Am,F,C,G,Am,F,G,Am,F,Am,F,C,Am,F,C,Am,F,C,Am,F,C,Am,F,C,Dm11,Am,G,Dm11,Dm11,Am,G,Dm11,Dm11,Am,G,Dm11,G,Am,F,C,Am,F,C,Am,F,C,Am,F,C,Am,F,C,Am,F,C,Am,F,C,Am,F,C,Am,F,C"
Something Just Like This,The Chainsmokers,1487837335,335,4.803,1051400,18116,19,3,0,G,0,"G,A,Bm,D/F#,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A,G,A,Bm,D/F#,G,A,Bm,D/F#,G,A,Bm,D/F#,G,A,Bm,D/F#,G,A,Bm,D/F#,G,G,A,Bm,Bsus4,G,D,A,D,A,D/F#,A,Bm,Bsus4,G,D,A,G,A,Bm,Dmaj7,G,A,Bm,Dmaj7,G,A,Bm,Dmaj7,G,A,Bm,A,G,A,Bm,Dmaj7,G,A,Bm,Dmaj7,G,A,Bm,Dmaj7,G,A,Bm,A,G,A,Bm,Dmaj7,G,A,Bm,Dmaj7,G,A,Bm,A,G,A,Bm,A,G,A,Bm,A"
My Happy Ending,Avril Lavigne,1083110400,368,4.59943,1051088,9527,37,4,0,D,0,"Bm,E,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,G,A,G,A,G,D,A,G,D,A,G,D,A,Bm,Em,G,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,G,A,G,A,G,D,A,G,D,A,G,D,A,Bm,Em,G,A,G,G,A,G,A,Bm,G,A,G,D,A,G,D,A,G,D,A,Bm,Em,G,G,D,A,G,D,A,G,D,A,Bm,Em,G,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,G"
Attention,Charlie Puth,1493114762,295,4.88051,1050862,11456,27,2,0,Dm,1,"Dm,C,Am,Bb,Dm,C,Am,Bb,Dm,C,Am,Bb,Dm,C,Am,Bb,Dm,C,Am,Bb,Dm,C,Am,Bb,Dm,C,Am,Bb,Dm,C,Am,Bb,Dm,C,Am,Bb,Dm,C,Am,Bb,Dm,C,Am,Bb,Dm,C,Am,Bb,Dm,C,Am,Bb,Dm,C,Am,Bb,Dm,C,Am,Bb,Dm,C,Am,Bb,Dm,C,Am,Bb,Dm,C,Am,Bb,Dm,C,Am,Bb,Dm,C,Am,Bb"
All The Chords,Lessons - Guitar,1072742400,2658,4.92428,1050239,5765,324,2,0,,0,
La Vie En Rose,Louis Armstrong,1351123201,123,4.71751,1049236,3813,5,2,0,D,0,"D,D,D,D,F#m7,F#m7,G,G,Em7,A7,Em,Em,A7,A7,Em,Em7,G,D,Em7,A7,D,D,F#m7,F#m7,Em,Em,G,G,A7,A7,Em,D,D,Em,Em,F#m7,D,D,F#m7,F#m7,G,A7,Em7,D,F#m7,Em7,A7,D,D,F#m7,F#m7,G,A7,Em,D,D"
Tadhana,Up Dharma Down,1288224001,61,4.72506,1047940,8407,5,1,0,,0,"D#m7,C#,C#,Bmaj7,Bmaj7,C#,C#,D#m7,C#,C#,Bmaj7,D#m7,C#,C#,D#m7,Bmaj7,C#,D#m7,C#,Bmaj7,C#,D#m7,C#,Bmaj7,G#m,Bsus2,D#m7,C#,Bmaj7,C#,Bmaj7,C#,D#m7,D#m7,C#,Bmaj7,G#m,Bsus2,Bmaj7,C#,D#m7,C#,Bmaj7,C#,D#m7,C#,Bmaj7,C#,D#m7,G#m,D#m7,C#,C#,Bmaj7,G#m,D#m7,C#,Bmaj7,C#,D#m7,C#,Bmaj7,C#,D#m7,C#,Bmaj7,G#m,Bsus2,Bmaj7,C#,D#m7,C#,Bmaj7,C#,D#m7,C#,Bmaj7,C#,D#m7,C#,G#m,Bsus2,D#m7,C#,C#,Bmaj7,G#m"
The Scientist,Coldplay,1225929601,746,4.78562,1047050,19788,36,4,0,,10,"Em7,C,G,D6,Em7,C,G,D6,Em7,C,G,D6,Em7,C,G,D6,Em7,C,G,D6,C,G,D6,C,G,Gmaj7,D6,D7,G,C,G,D6,Em7,C,G,D6,Em7,C,G,D6,Em7,C,G,D6,Em7,C,G,D6,C,G,D6,C,G,Gmaj7,D6,D7,G,C,G,D6,Em7,C,G,D6,G,C,G,D6,Em7,C,G,D6,G,C,G,D6,Em7,C,G,D6"
No Rain,Blind Melon,1060041600,1139,4.7736,1046560,20645,22,2,0,,0,"E5,E,D,E,D,E,D,E,D,E,D,A,G,E,E7,E,D,A,G,E,E7,E,D,E,D,E,D,E,D,E,D,E,D,E,D,E,D,E,D,A,G,E,E7,E,D,A,G,E,E,D,E,D,E,D,A,G,E,E,E,D,E,D,E,D,E,D,E,D,E,D,E,D,E,D,E,D,E,D"
I Still Havent Found What Im Looking For,U2,1059436800,943,4.79217,1045563,33093,29,4,0,,1,"C,Fsus2,C,C,Fsus2,C,G,Fsus2,C,G,Fsus2,C,C,Fsus2,C,C,Fsus2,C,G,Fsus2,C,G,Fsus2,C,C,Csus4,C,Csus4,C,Csus4,C,Csus4,C,Csus4,C,F,F,C,Csus4,C,C,Fsus2,C,C,Fsus2,C,G,Fsus2,C,G,Fsus2,C,G,Fsus2,C,G,Fsus2,C,C,Fsus2,C"
Fourfiveseconds,Rihanna,1422372361,758,4.79421,1045041,31343,19,1,0,,2,"C,F,Am,G,C,F,Am,G,C,C,F,Am,G,C,F,Am,G,C,C,F,Am,G,C,F,Am,G,C,C,F,Am,G,G,C,F,C,F,C,F,C,F,C,F,Am,G,C,C,F,Am,G,G,F,Em,Dm,F,Em,Dm,Am,Gsus4,G,F,Em,Dm,F,Em,Dm,Am,Gsus4,G,C,F,Am,G,C,F,Am,G,C,C,F,Am,G,C,F,Am,G,C,C,F,Am,G,G,C,F,Am,G,C,C,F,Am,G,G"
Sister Golden Hair,America,1037664000,967,4.74783,1044486,20752,52,2,0,,0,"Am,F,Csus4,Em,Am,G,F,C,Em,F,C,Em,F,Dm,Am,Em,F,Dm,F,C,Csus4,C,C,Em,F,C,Em,F,Dm,Am,Em,F,Dm,F,C,G,F,C,G,F,C,Dm,Em,F,Am,F,Csus4,Em,Am,G,F,C,Em,F,C,Em,F,Dm,Am,Em,F,Dm,F,C,G,F,C,G,F,C,Dm,Em,F,G,F,C,G,F,C,G,F,C,G,F,C"
Youre Beautiful,James Blunt,1208563201,697,4.75487,1043907,21743,29,4,0,,3,"C,Am,F,C,G,Am,F,C,Am,F,C,Am,Am,F,G,C,F,G,C,F,G,C,Am,F,G,Am,F,G,C,Am,F,C,Am,F,C,Am,F,G,C,F,G,C,F,G,C,Am,F,G,Am,F,G,C,F,Am,F,Am,F,Am,Dm,G,F,G,C,F,G,C,F,G,C,Am,F,G,C,Am,F,G,Am,F,G,C"
Fields Of Gold,Sting,1092268800,385,4.76131,1042302,15330,10,2,0,,0,"Bm7,Bsus2,G,D,Dsus4,A,Bsus2,G,D,Bsus2,G,D,A,Bm7,G,D,Bsus2,G,D,Bsus2,G,D,A,D,Bsus2,G,D,Bsus2,G,D,A,Bm7,G,D,Bsus2,G,D,Bsus2,G,D,A,D,G,D,G,D,G,D,A,D,A,D,Bsus2,G,G,D,Bsus2,G,D,A,D,Bsus2,G,D,Bsus2,G,D,A,D,Bsus2,G,D,Bsus2,G,D,A,D,A,D,A,D,Dsus4,D"
Let It Be,The Beatles,1208131201,446,4.66686,1042310,8658,28,2,0,C,5,"G,D,Em,C,G,D,C,G,G,D,Em,C,G,D,C,G,G,D,Em,C,G,D,C,G,Em,D,C,G,D,C,G,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,Em,D,C,G,D,C,G,Em,D,C,G,D,C,G,G,D,Em,C,G,D,C,G,Em,D,C,G,D,C,G,G,D,Em,C,G,D,C,G,G,D,Em,C,G,D,C,G,Em,D,C,G,D,C,G,Em,D,C,G,D,C,G"
Mean,Taylor Swift,1287532801,495,4.79601,1041620,10723,30,4,0,,2,"Bm,A,G,G,Bm,A,G,G,Bm,A,G,G,Bm,A,G,A,D,G,A,G,D,A,Bm,G,D,A,G,D,A,Bm,G,D,A,G,Bm,A,G,G,Bm,A,G,Bm,A,G,G,Bm,A,G,G,A,D,G,A,A,G,G,D,A,Bm,G,D,A,G,D,A,Bm,G,D,A,G,D,A,D,G,A,A,D,G,A,A,D,A,G,A,D,A,G,G,D,A,D,G,D,A,D,G,D,A,Bm,G,D,A,G,D,A,Bm,G,D,A,G,D,A,Bm,G,D,A,G,D,A,Bm,G,D,A,G,D"
Hanggang Kailan,Orange and Lemons,1118275200,61,4.53758,1039866,8674,11,2,0,F,0,"F,C9,Cm,C9,Cm,G,G,C9,Cm,G,Em,C9,Cm,C9,G,C9,G,C9,G,Cm,G,G,C9,Cm,G,G,C9,Cm,C9,Cm,G,Em,C9,Cm,C9,G,C9,G,C9,G,Cm,G,G,C9,G,C9,G,C9,G,C9,G,F"
White Horse,Taylor Swift,1222905601,107,4.42189,1037762,3387,15,2,0,,2,"C,F,Am,F,C,F,Am,F,C,F,Am,F,Am,F,G,C,Am,F,G,C,Am,F,G,Am,F,C,C,F,Am,F,C,F,Am,F,Am,F,G,C,Am,F,G,C,Am,F,G,Am,F,C,Am,F,G,Am,Am,F,C,F,C,F,Bb,C,Am,F,G,C,Am,F,G,Am,F,Am,F,C,F,Am,F,C,F,Am,F,C"
Cruise,Florida Georgia Line,1339977601,570,4.82621,1036979,28286,44,3,0,,3,"G,D,Em7,C,G,D,Em7,C,G,D,Em7,C,G,D,Em7,C,G,D,Em7,C,G,D,Em7,C,G,D,Em7,C,G,D,Em7,C,G,D,Em7,C,G,D,Em7,C,G,D,Em7,C,G,D,Em7,C,G,D,Em7,C,G,D,Em7,C,G,D,Em7,C,G,D,Em7,C,G,D,Em7,C,G,D,Em7,C,G,D,G,D,Em7,C,G,D,Em7,C,G,D,Em7,C,G,D,Em7,C,G,D,Em7,C,G,D,Em7,C,G,D,Em7,C,G,D,Em7,C,G,D,Em7,C,G"
Do I Wanna Know,Arctic Monkeys,1379289601,1301,4.88913,1036563,30914,28,4,1,Gm,3,"B,D,Em,C,Am,Am,Em,Em,C,Am,Em,Em,C,Am,Em,Em,C,Am,B,C,Am,Em,Em,C,Am,Em,Em,Em,C,Am,Em,Em,C,Am,Em,Em,C,Am,Em,Em,C,Am,Em,C,Am,Em,C,Am,B,C,Am,Em,Em,C,Am,Em,Em,Em,C,Am,Em,Em,C,Am,Em,Em,C,Am,Em,Em,C,Am,Em,Em,C,Am,Em,D,C,Am,Em"
One,Ed Sheeran,1513078836,526,4.82874,1034889,20114,42,0,0,,2,"D,A,Bm,G,D/C#,Em,D,D,D,A,Bm,G,D,D,A,Bm,G,D,A,G,Em,G,A,D,D/C#,Bm,A,G,A,D,D/C#,Bm,A,G,A,D,A,Bm,G,D,D,A,Bm,G,D,A,G,Em,G,A,D,D/C#,Bm,A,G,A,D,D/C#,Bm,A,G,A,G,D,A,Bm,A,G,D,A,Bm,A,G,Bm,A,G,Bm,A,G,D,D,D/C#,Bm,A,G,A,D,D/C#,Bm,A,G,A"
Hotline Bling,Drake,1442539751,582,4.76308,1033975,29861,27,2,0,Gb,6,"C,Am,Em,C,Am,Em,C,Am,Em,C,Am,Em,C,Am,Em,C,Am,Em,C,Am,Em,C,Am,Em,C,Am,Em,C,Am,Em,C,Am,Em,C,Am,Em,C,Am,Em,C,Am,Em,C,Am,Em,C,Am,Em,C,Am,Em,C,Am,Em,C,Am,Em,C,Am,Em,C,Am,C,Am,C,Am,Em,Em,C,Am,C,Am,Em,Em,Em,C,Am,Em,C,Am,Em,C,Am,Em,C,Am,Em"
Scar Tissue,Red Hot Chili Peppers,1218585601,611,4.7319,1032658,33519,23,2,0,F,0,"F,C,Dm,C,F,C,Dm,F,Dm,F,Dm,F,Dm,F,Dm,F,Dm,F,Dm,F,Dm,F,Dm,F,Dm,F,Dm,F,Dm,F,Dm,F,Dm,F,Dm,F,Dm,F,Dm,F,Dm,F,Dm,F,Dm,F,Dm"
All Summer Long,Kid Rock,1211155201,671,4.82401,1029147,28392,35,2,0,,0,"D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G"
Little House,Amanda Seyfried,1265155201,281,4.8711,1028277,6272,20,1,0,,2,"Em,C,Em,C,G,Em,C,D,G,Em,C,D,G,Em,C,D,G,Em,C,D,C,D,G,Em,C,D,G,G,Em,G,Em,G,Em,C,D,G,Em,C,D,G,C,D,G,Em,C,D,G,Em,C,G,D,Em,C,G,D,C,D,C,D,C,D"
I Want It That Way,Backstreet Boys,1004486400,322,4.66279,1028107,8192,51,6,0,F#m,2,"D,Em,C,G,E,A,Em7,Am,Dsus4,F#m,Dsus2,Em,D,G,Em,C,G,Em,C,G,Em,C,G,Em,D,G,C,D,Em,C,D,Em,C,D,G,Em,D,G,Em,C,G,Em,C,G,Em,C,G,Em,D,G,C,D,Em,C,D,Em,C,D,G,Em,Bsus4,B,Em,Gm,C,Am,D,Em,Gm,C,Dsus4,D,Dsus2,E,F#m,Dsus2,E,F#m,Dsus2,E,A,F#m,E,A,Dsus2,E,F#m,Dsus2,E,F#m,Dsus2,E,A,F#m,E,A,Dsus2,E,F#m,Dsus2,E,F#m,Dsus2,E,A,F#m,E,A"
Small Bump,Ed Sheeran,1334620801,849,4.8362,1025154,23010,33,4,0,,3,"Em,Cadd9,G,D/F#,Em,Cadd9,G,D/F#,Em,Cadd9,G,Em,Cadd9,G,Am,C,G,Am,C,D/F#,Em,Cadd9,G,D/F#,Em,Cadd9,G,Em,Cadd9,G,D/F#,Em,Cadd9,G,D/F#,Em,Cadd9,G,D/F#,Em,Cadd9,G,D/F#,Em,Cadd9,G,D/F#,Em,Cadd9,G,D/F#,Am,C,G,Am,C,G,D/F#,Em,Cadd9,G,D/F#,Em,Cadd9,G,Em,Cadd9,G,D/F#,Em,Cadd9,G,D/F#,D,C,Em,G,D,C,Em,G,D/F#,Em,Cadd9,G,D/F#,Em,Cadd9,G,Em,Cadd9,G,D/F#,Em,Cadd9,G,D/F#,Em,Cadd9,G,D/F#,Em,Cadd9,G,D/F#"
Stubborn Love,The Lumineers,1338249601,1035,4.85976,1024895,27578,25,4,0,,0,"Fmaj7,Am,Cadd4,C,G,G,Fmaj7,Am,Cadd4,C,Fmaj7,Am,G,C,Fmaj7,Am,Cadd4,C,Fmaj7,Am,G,C,Fmaj7,Am,Cadd4,C,Fmaj7,Am,G,C,Fmaj7,C,Am,G,Fmaj7,C,Am,G,Fmaj7,C,Am,G,C,Fmaj7,Am,Cadd4,C,Fmaj7,Am,G,C,Fmaj7,Am,Cadd4,Am,G,C,Fmaj7,Am,G,C,Fmaj7,G,Am,Fmaj7,G,Am,Fmaj7,G,Am,Fmaj7,G,Am,Fmaj7,Am,Cadd4,Am,G,C,Fmaj7,Am,G,C,Fmaj7,Am,Cadd4,Am,G,C,Fmaj7,Am,G,C,Fmaj7,C,Am,G,Fmaj7,C,Am,G,Fmaj7,C,Am,G,C,Fmaj7,G,Am,Fmaj7,G,Am,Fmaj7,G,Am,Fmaj7,G,Am"
